Label,Animal_Type,Image_File
betta fish ,Fish,animal_images/1633804838265_Betta Fish for sale.jpg
pigeons ,Bird,animal_images/1633804838535_Pigeons for sale.jpg
oscar fish ,Fish,animal_images/1633804838852_Oscar Fish for sale.jpg
black tiger oscar fish ,Fish,animal_images/1633804839285_Black Tiger Oscar Fish for sale.jpg
english carrier pigeon ,Bird,animal_images/1633804839516_English Carrier Pigeon for sale.jpg
aseel chicks ,Bird,animal_images/1633804839786_Aseel Chicks for sale.jpg
pigeons ,Bird,animal_images/1633804840140_Pigeons for sale.jpg
ridgeback dog ,Dog,animal_images/1633804840325_Ridgeback Dog for sale.jpg
pigeons ,Bird,animal_images/1633804840504_Pigeons for sale.jpg
indian aseel rooster ,Bird,animal_images/1633804840688_Indian Aseel Rooster for sale.jpg
green terror cichlid baby ,Fish,animal_images/1633804840873_Green Terror Cichlid Baby for sale.jpg
german shepherd puppy ,Dog,animal_images/1633804841158_German Shepherd Puppy for sale.jpg
betta fighter fish ,Fish,animal_images/1633804841343_Betta Fighter Fish for sale.jpg
pacu fish ,Fish,animal_images/1633804841528_Pacu Fish for sale.jpg
rottweiler puppies ,Dog,animal_images/1633804841729_Rottweiler Puppies for sale.jpg
campbell dwarf hamster ,Guinea pig / mouse,animal_images/1633804862291_Campbell Dwarf Hamster for sale.jpg
oranda goldfish ,Fish,animal_images/1633804862539_Oranda Goldfish for sale.jpg
grass finches ,Bird,animal_images/1633804862909_Grass Finches for sale.jpg
pure breed labrador retriever puppies ,Dog,animal_images/1633804863078_Pure Breed Labrador Retriever Puppies for sale.jpg
rottweiler puppies ,Dog,animal_images/1633804863256_Rottweiler Puppies for sale.jpg
labrador puppy ,Dog,animal_images/1633804863442_Labrador Puppy for sale.jpg
rabbit ,Rabbit,animal_images/1633804863642_Rabbit for sale.jpg
fighter fish beta ,Fish,animal_images/1633804863812_Fighter Fish Beta for sale.jpg
bronze corydoras fish cory ,Fish,animal_images/1633804863975_Bronze Corydoras Fish Cory for sale.jpg
dachshund puppies ,Dog,animal_images/1633804864197_Dachshund Puppies for sale.jpg
angora breeders ,Rabbit,animal_images/1633804864429_Angora Breeders for sale.jpg
azul peacock bass ,Fish,animal_images/1633804864614_Azul Peacock Bass for sale.jpg
tiger oska ,Fish,animal_images/1633804864829_Tiger Oska for sale.jpg
rottweiler puppy ,Dog,animal_images/1633804865024_Rottweiler Puppy for sale.jpg
carp fishes ,Fish,animal_images/1633804865246_Carp Fishes for sale.jpg
shihtzu puppies ,Dog,animal_images/1633804865446_Shihtzu Puppies for sale.jpg
rottweiler female dog ,Dog,animal_images/1633804865662_Rottweiler Female Dog for sale.jpg
shitzu puppy ,Dog,animal_images/1633804865848_Shitzu Puppy for sale.jpg
wailtail calf ,Fish,animal_images/1633804866001_Wailtail Calf for sale.jpg
pigeons ,Bird,animal_images/1633804866180_Pigeons for sale.jpg
balty taimer ,Bird,animal_images/1633804866380_Balty Taimer for sale.jpg
pigeon ,Bird,animal_images/1633804866719_Pigeon for sale.jpg
2b finches ,Bird,animal_images/1633804867029_2B Finches for sale.jpg
pigeons ,Bird,animal_images/1633804889022_Pigeons for sale.jpg
hiutsuri koifish ,Fish,animal_images/1633804889227_Hiutsuri Koifish for sale.jpg
red pakistan breeding pir ,Bird,animal_images/1633804889412_Red Pakistan Breeding Pir for sale.jpg
malabar snakehead ,Fish,animal_images/1633804889760_Malabar snakehead for sale.jpg
pigeons ,Bird,animal_images/1633804889945_Pigeons for sale.jpg
rabbit ,Rabbit,animal_images/1633804890146_Rabbit for sale.jpg
champion bloodline rottweiler puppies ,Dog,animal_images/1633804890347_Champion Bloodline Rottweiler Puppies for sale.jpg
rottweiler pappy ,Dog,animal_images/1633804890731_Rottweiler Pappy for sale.jpg
ridge back dog ,Dog,animal_images/1633804890920_Ridge Back Dog for sale.jpg
oscar fish ,Fish,animal_images/1633804891133_Oscar Fish for sale.jpg
peruvian guinea pig ,Guinea pig / mouse,animal_images/1633804891465_Peruvian Guinea Pig for sale.jpg
pigeons ,Bird,animal_images/1633804891904_Pigeons for sale.jpg
german shepherd - female ,Dog,animal_images/1633804892089_German Shepherd  female for sale.jpg
black tiger oscar ,Fish,animal_images/1633804892368_Black tiger oscar for sale.jpg
oscar ,Fish,animal_images/1633804892537_Oscar for sale.jpg
ring neck parrot ,Bird,animal_images/1633804892791_Ring Neck Parrot for sale.jpg
discus fish albino ,Fish,animal_images/1633804892954_Discus Fish Albino for sale.jpg
finches birds ,Bird,animal_images/1633804893271_Finches Birds for sale.jpg
rabbits ,Rabbit,animal_images/1633804893494_Rabbits for sale.jpg
albino sneagal bicher ,Fish,animal_images/1633804893710_Albino Sneagal Bicher for sale.jpg
copar oscar peyar ,Fish,animal_images/1633804893927_Copar Oscar Peyar for sale.jpg
lahore pigeons egypson ,Bird,animal_images/1633804894158_Lahore Pigeons Egypson for sale.jpg
pigeon ,Bird,animal_images/1633804894297_Pigeon for sale.jpg
fighter fish ,Fish,animal_images/1633804913624_Fighter Fish for sale.jpg
love birds with cage ,Bird,animal_images/1633804913809_Love Birds with Cage for sale.jpg
abyssinian guinea pig female ,Guinea pig / mouse,animal_images/1633804913994_Abyssinian Guinea Pig Female for sale.jpg
abyssinian guinea pig male ,Guinea pig / mouse,animal_images/1633804914295_Abyssinian Guinea Pig Male for sale.jpg
finches birds ,Bird,animal_images/1633804914596_Finches Birds for sale.jpg
pigeon ,Bird,animal_images/1633804914844_Pigeon for sale.jpg
pigeon ,Bird,animal_images/1633804915020_Pigeon for sale.jpg
red eye albino ,Fish,animal_images/1633804915260_Red Eye Albino for sale.jpg
german shepherd long-coat puppies ,Dog,animal_images/1633804915714_German Shepherd LongCoat Puppies for sale.jpg
roosters ,Bird,animal_images/1633804915914_Roosters for sale.jpg
aseel rooster ,Bird,animal_images/1633804916184_Aseel Rooster for sale.jpg
oscar fish ,Fish,animal_images/1633804916347_Oscar Fish for sale.jpg
jam gurami ,Fish,animal_images/1633804916548_Jam Gurami for sale.jpg
lion shepherd puppys ,Dog,animal_images/1633804916786_Lion Shepherd Puppys for sale.jpg
german shepherd puppies ,Dog,animal_images/1633804917045_German Shepherd Puppies for sale.jpg
rottweiler puppies ,Dog,animal_images/1633804917235_Rottweiler Puppies for sale.jpg
labrador puppies ,Dog,animal_images/1633804917482_Labrador Puppies for sale.jpg
fish set ,Fish,animal_images/1633804917652_Fish Set for sale.jpg
persian kitten ,Cat,animal_images/1633804917891_Persian Kitten for sale.jpg
pigeons ,Bird,animal_images/1633804918091_Pigeons for sale.jpg
cocker spaniel puppy ,Dog,animal_images/1633804918285_Cocker Spaniel Puppy for sale.jpg
flowerhorn fish ,Fish,animal_images/1633804918455_Flowerhorn Fish for sale.jpg
lion shepherd puppy ,Dog,animal_images/1633804918655_Lion Shepherd Puppy for sale.jpg
pigeon ,Bird,animal_images/1633804918840_Pigeon for sale.jpg
labrador retriever puppies ,Dog,animal_images/1633804938109_Labrador Retriever Puppies for sale.jpg
betta fish ,Fish,animal_images/1633804938287_Betta Fish for sale.jpg
red pakistan pigeons ,Bird,animal_images/1633804938471_Red pakistan pigeons for sale.jpg
carp fish ,Fish,animal_images/1633804938609_Carp Fish for sale.jpg
vietnam samos ,Bird,animal_images/1633804939021_Vietnam Samos for sale.jpg
parrot beak rooster ,Bird,animal_images/1633804939194_Parrot Beak Rooster for sale.jpg
albino red eye oscar fish ,Fish,animal_images/1633804939389_Albino Red Eye Oscar Fish for sale.jpg
timing pigeons ,Bird,animal_images/1633804939542_Timing pigeons for sale.jpg
german shepherd puppies ,Dog,animal_images/1633804939712_German Shepherd Puppies for sale.jpg
platinum redtail guppy (male ) ,Fish,animal_images/1633804939859_platinum redtail guppy male  for sale.jpg
labrador retriever puppy ,Dog,animal_images/1633804940054_Labrador Retriever Puppy for sale.jpg
rottweiler male puppies ,Dog,animal_images/1633804940228_Rottweiler Male Puppies for sale.jpg
aseel rooster ,Bird,animal_images/1633804940445_Aseel Rooster for sale.jpg
velladiyan rooster ,Bird,animal_images/1633804940598_Velladiyan Rooster for sale.jpg
star finch with long tail finches ,Bird,animal_images/1633804940777_Star finch with long tail finches for sale.jpg
racing homer male pigeons ,Bird,animal_images/1633804940946_Racing Homer Male Pigeons for sale.jpg
rooster ,Bird,animal_images/1633804941332_Rooster for sale.jpg
kittens for kind home ,Cat,animal_images/1633804941517_Kittens for Kind Home for sale.jpg
rottweiler puppy ( male ) ,Dog,animal_images/1633804941718_Rottweiler Puppy  Male  for sale.jpg
egyptian pigeon ,Bird,animal_images/1633804941880_Egyptian Pigeon for sale.jpg
rottweiler puppies ,Dog,animal_images/1633804942077_Rottweiler puppies for sale.jpg
labrador retrievers puppies ,Dog,animal_images/1633804942235_Labrador Retrievers Puppies for sale.jpg
shih tzu puppies ,Dog,animal_images/1633804942467_Shih tzu Puppies for sale.jpg
tricolor mozambique fish ,Fish,animal_images/1633804942806_Tricolor Mozambique Fish for sale.jpg
american bully ,Dog,animal_images/1633804961827_American Bully for sale.jpg
anda fish ,Fish,animal_images/1633804962037_Anda Fish for sale.jpg
jam gurami fish ,Fish,animal_images/1633804962265_Jam Gurami Fish for sale.jpg
betta fish ,Fish,animal_images/1633804962428_Betta Fish for sale.jpg
guinea pig ,Guinea pig / mouse,animal_images/1633804962660_Guinea Pig for sale.jpg
oscar fish ,Fish,animal_images/1633804962798_Oscar Fish for sale.jpg
oscar black tiger fish ,Fish,animal_images/1633804962967_Oscar Black Tiger fish for sale.jpg
shamo hen ,Bird,animal_images/1633804963146_Shamo Hen for sale.jpg
koi carp fish ,Fish,animal_images/1633804963300_Koi Carp Fish for sale.jpg
golden retriever (pink nose) ,Dog,animal_images/1633804963532_Golden Retriever pink nose for sale.jpg
shermo rooster pair ,Bird,animal_images/1633804963948_Shermo Rooster Pair for sale.jpg
love birds ,Bird,animal_images/1633804964101_Love Birds for sale.jpg
angel fish (breeding pair) ,Fish,animal_images/1633804964302_Angel fish breeding pair for sale.jpg
tippler female ,Bird,animal_images/1633804964487_Tippler Female for sale.jpg
red copper oscar ,Fish,animal_images/1633804964672_Red Copper Oscar for sale.jpg
silver arowana ,Fish,animal_images/1633804964819_Silver Arowana for sale.jpg
pigeons ,Bird,animal_images/1633804964988_Pigeons for sale.jpg
pitbull labrador cross ,Dog,animal_images/1633804965135_Pitbull Labrador Cross for sale.jpg
american bully xl puppies ,Dog,animal_images/1633804965304_American Bully XL Puppies for sale.jpg
pomeranian puppy ,Dog,animal_images/1633804965489_Pomeranian Puppy for sale.jpg
pigeons ,Bird,animal_images/1633804965720_Pigeons for sale.jpg
labrador female dog ,Dog,animal_images/1633804965889_Labrador Female Dog for sale.jpg
persian kittens ,Cat,animal_images/1633804966058_Persian Kittens for sale.jpg
sl koi crap fish ,Fish,animal_images/1633804966220_SL Koi Crap Fish for sale.jpg
05 giant gourami with 01 honet fish ,Fish,animal_images/1633805048575_05 Giant Gourami with 01 Honet fish for sale.jpg
american bully xl puppy (male) ,Dog,animal_images/1633805048807_American Bully XL puppy Male for sale.jpg
dog for kindly home ,Dog,animal_images/1633805049050_Dog for Kindly Home for sale.jpg
labrador retriever (male) ,Dog,animal_images/1633805049277_Labrador Retriever Male for sale.jpg
azul peacock bass ,Fish,animal_images/1633805049439_Azul Peacock Bass for sale.jpg
labrador retriever puppies ,Dog,animal_images/1633805049871_Labrador Retriever Puppies for sale.jpg
cocktail bird ,Bird,animal_images/1633805050050_Cocktail Bird for sale.jpg
labrador puppy ,Dog,animal_images/1633805050240_Labrador Puppy for sale.jpg
labrador retriever puppy ,Dog,animal_images/1633805050425_Labrador Retriever Puppy for sale.jpg
azul peacock bass fish ,Fish,animal_images/1633805050626_Azul Peacock Bass Fish for sale.jpg
aseel rooster ,Bird,animal_images/1633805050811_Aseel Rooster for sale.jpg
oscar red copper jodu 3 ,Fish,animal_images/1633805050996_Oscar Red Copper Jodu 3 for sale.jpg
doberman dog ,Dog,animal_images/1633805051174_Doberman Dog for sale.jpg
fantail pair pigeons ,Bird,animal_images/1633805051343_Fantail Pair Pigeons for sale.jpg
love bird ,Bird,animal_images/1633805051560_Love Bird for sale.jpg
golden retriever female puppy ,Dog,animal_images/1633805051745_Golden Retriever Female Puppy for sale.jpg
angora rabbit ,Rabbit,animal_images/1633805051930_Angora Rabbit for sale.jpg
rabbits ,Rabbit,animal_images/1633805052115_Rabbits for sale.jpg
oscar fish ,Fish,animal_images/1633805052315_Oscar Fish for sale.jpg
pigeons ,Bird,animal_images/1633805052484_Pigeons for sale.jpg
labrador puppie ,Dog,animal_images/1633805052685_Labrador Puppie for sale.jpg
labrador retriever ,Dog,animal_images/1633805053086_Labrador Retriever for sale.jpg
blue ring neck parrot ,Bird,animal_images/1633805075061_Blue Ring Neck Parrot for sale.jpg
bolivian rams ,Fish,animal_images/1633805075224_Bolivian Rams for sale.jpg
racing homer pigeons ,Bird,animal_images/1633805075452_Racing Homer Pigeons for sale.jpg
cocktail bird ,Bird,animal_images/1633805075597_Cocktail Bird for sale.jpg
kitten for kind homes ,Cat,animal_images/1633805075813_Kitten for Kind Homes for sale.jpg
persian cross kittens ,Cat,animal_images/1633805075983_Persian Cross Kittens for sale.jpg
angle baby fish ,Fish,animal_images/1633805076161_Angle Baby Fish for sale.jpg
elephant ear diamond half moon guppy ,Fish,animal_images/1633805076330_Elephant Ear Diamond Half Moon Guppy for sale.jpg
labrador male dog ,Dog,animal_images/1633805076500_Labrador Male Dog for sale.jpg
red parrot fish ,Fish,animal_images/1633805076669_Red Parrot Fish for sale.jpg
american bully male puppy ,Dog,animal_images/1633805076832_American Bully Male Puppy for sale.jpg
pigeons ,Bird,animal_images/1633805077014_Pigeons for sale.jpg
betta fish ,Fish,animal_images/1633805077218_Betta fish for sale.jpg
parrot beak rooster chicks ,Bird,animal_images/1633805077387_Parrot Beak Rooster Chicks for sale.jpg
pigeons ,Bird,animal_images/1633805077566_Pigeons for sale.jpg
lion pomeranian ,Dog,animal_images/1633805077719_Lion Pomeranian for sale.jpg
african love bird ,Bird,animal_images/1633805077889_African Love Bird for sale.jpg
doberman puppies ,Dog,animal_images/1633805078045_Doberman Puppies for sale.jpg
pigeons ,Bird,animal_images/1633805078221_Pigeons for sale.jpg
rottweiler puppy ,Dog,animal_images/1633805078391_Rottweiler Puppy for sale.jpg
cockatiel birds ,Bird,animal_images/1633805078538_Cockatiel Birds for sale.jpg
elephant ear peacock blue guppy ,Fish,animal_images/1633805078723_Elephant Ear Peacock Blue Guppy for sale.jpg
pomeranian puppies ,Dog,animal_images/1633805078892_Pomeranian Puppies for sale.jpg
cocktail bird ,Bird,animal_images/1633805079061_Cocktail Bird for sale.jpg
pigeon ,Bird,animal_images/1633805079256_Pigeon for sale.jpg
discus fish ,Fish,animal_images/1633805100589_Discus Fish for sale.jpg
doberman puppy ,Dog,animal_images/1633805100805_Doberman Puppy for sale.jpg
discus fish ,Fish,animal_images/1633805100974_Discus Fish for sale.jpg
labrador retriever dog ,Dog,animal_images/1633805101190_Labrador Retriever Dog for sale.jpg
betta fish ,Fish,animal_images/1633805101645_Betta Fish for sale.jpg
aseel rooster ,Bird,animal_images/1633805101892_Aseel Rooster for sale.jpg
rabbits ,Rabbit,animal_images/1633805102077_Rabbits for sale.jpg
rottweiler dog ,Dog,animal_images/1633805102246_Rottweiler Dog for sale.jpg
pigeon ,Bird,animal_images/1633805102478_Pigeon for sale.jpg
lion shepherd female mother dog ,Dog,animal_images/1633805102648_Lion shepherd Female Mother dog for sale.jpg
rottweiler puppies ,Dog,animal_images/1633805102880_Rottweiler Puppies for sale.jpg
asil rooster ,Bird,animal_images/1633805103065_Asil Rooster for sale.jpg
rabbits ,Rabbit,animal_images/1633805103444_Rabbits for sale.jpg
asil rooster ,Bird,animal_images/1633805103644_Asil Rooster for sale.jpg
rabbits ,Rabbit,animal_images/1633805103845_Rabbits for sale.jpg
dachshund puppies ,Dog,animal_images/1633805104025_Dachshund Puppies for sale.jpg
rottweiler puppy ,Dog,animal_images/1633805104215_Rottweiler Puppy for sale.jpg
lion shepherd puppy ,Dog,animal_images/1633805104384_Lion Shepherd Puppy for sale.jpg
albino oscar fish ,Fish,animal_images/1633805104531_Albino Oscar Fish for sale.jpg
wood catfish ,Fish,animal_images/1633805104732_Wood Catfish for sale.jpg
labrador puppy ,Dog,animal_images/1633805104955_Labrador Puppy for sale.jpg
oscar fish ,Fish,animal_images/1633805105117_Oscar Fish for sale.jpg
rottweiler puppy ,Dog,animal_images/1633805105287_Rottweiler Puppy for sale.jpg
great dane ,Dog,animal_images/1633805125062_Great Dane for sale.jpg
lion shepherd puppy ,Dog,animal_images/1633805125227_Lion Shepherd Puppy for sale.jpg
labrador golden retriever puppies ,Dog,animal_images/1633805125456_Labrador Golden retriever puppies for sale.jpg
lion shepherd puppies ,Dog,animal_images/1633805125619_Lion Shepherd Puppies for sale.jpg
german shepherd long coat dog ,Dog,animal_images/1633805125850_German Shepherd Long Coat Dog for sale.jpg
